Date,Product_Name,Product_Price,Quantity,Total,Month,Quantity_Monthly,Category
2025-01-03,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-03,CIRENG,18000.0,4.0,72000,1,97.0,Banyak
2025-01-03,COFFEE LATTE,30000.0,1.0,30000,1,71.0,Banyak
2025-01-03,COOKIES N CREAM,25000.0,2.0,50000,1,32.0,Sedang
2025-01-03,CROFFLE ICE CREAM,26000.0,1.0,26000,1,44.0,Banyak
2025-01-03,DARK CHOCOLATE,24000.0,0.0,0,1,72.0,Banyak
2025-01-03,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-03,FRENCH FRIES,19000.0,2.0,38000,1,75.0,Banyak
2025-01-03,FRIED RICE ERTHREE,28000.0,2.0,56000,1,62.0,Banyak
2025-01-03,HAZELNUT LATTE,23000.0,2.0,46000,1,49.0,Banyak
2025-01-03,JAPANESE CHICKEN CURRY,31000.0,3.0,93000,1,43.0,Banyak
2025-01-03,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-03,KEBAB,15000.0,2.0,30000,1,30.0,Sedang
2025-01-03,KOPI CREAM,23000.0,5.0,115000,1,161.0,Banyak
2025-01-03,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-03,LUMPIA,18000.0,2.0,36000,1,48.0,Banyak
2025-01-03,LYCHEE TEA,21000.0,3.0,63000,1,100.0,Banyak
2025-01-03,MANGO TEA,21000.0,1.0,21000,1,19.0,Sedang
2025-01-03,MATCHA CLOUD,24000.0,6.0,144000,1,89.0,Banyak
2025-01-03,MILO CREAM,25000.0,3.0,75000,1,143.0,Banyak
2025-01-03,MIX PLATTER,27000.0,3.0,81000,1,94.0,Banyak
2025-01-03,NAKTAMALA,27000.0,1.0,27000,1,13.0,Sedikit
2025-01-03,PANDAN LATTE,23000.0,0.0,0,1,49.0,Banyak
2025-01-03,PEACH TEA,21000.0,2.0,42000,1,23.0,Sedang
2025-01-03,PEMPEK,20000.0,4.0,80000,1,67.0,Banyak
2025-01-03,PICCOLO,27000.0,1.0,27000,1,9.0,Sedikit
2025-01-03,PISANG KEJU,20000.0,2.0,40000,1,77.0,Banyak
2025-01-03,RICE BEEF BLACKPAPER,33000.0,1.0,33000,1,29.0,Sedang
2025-01-03,RICE BEEF BULGOGI,33000.0,3.0,99000,1,55.0,Banyak
2025-01-03,RISOL MAYO,20000.0,1.0,20000,1,45.0,Banyak
2025-01-03,ROTI BAKAR,16000.0,5.0,80000,1,58.0,Banyak
2025-01-03,SEA SALTED CARAMEL LATTE,28000.0,3.0,84000,1,29.0,Sedang
2025-01-03,SIGNATURE ERTHREE COFFEE,23000.0,10.0,230000,1,364.0,Banyak
2025-01-03,SINGKONG,18000.0,1.0,18000,1,63.0,Banyak
2025-01-03,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-03,SPAGHETTI BRULLE,32000.0,1.0,32000,1,22.0,Sedang
2025-01-03,SWEET HONEY KARAGE,30000.0,0.0,0,1,60.0,Banyak
2025-01-03,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-03,TIRAMISSYOU LATTE,28000.0,1.0,28000,1,11.0,Sedikit
2025-01-03,TROPICAL MANGO,23000.0,1.0,23000,1,19.0,Sedang
2025-01-03,V60,30000.0,1.0,30000,1,26.0,Sedang
2025-01-03,VANILA REGAL,24000.0,0.0,0,1,19.0,Sedang
2025-01-03,VIETNAM DRIP,25000.0,3.0,75000,1,40.0,Banyak
2025-01-04,AIR BIASA,5000.0,3.0,15000,1,4.0,Sedikit
2025-01-04,AIR MINERAL (BESAR),7000.0,15.0,105000,1,277.0,Banyak
2025-01-04,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-04,ALVREDO PASTA,35000.0,1.0,35000,1,7.0,Sedikit
2025-01-04,AMERICANO,27000.0,5.0,135000,1,174.0,Banyak
2025-01-04,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-04,APPLE TEA,21000.0,0.0,0,1,25.0,Sedang
2025-01-04,BANANAS COFFEE,28000.0,1.0,28000,1,5.0,Sedikit
2025-01-04,BERRY TEA,21000.0,1.0,21000,1,27.0,Sedang
2025-01-04,BISCOFF BUTTER,28000.0,6.0,168000,1,100.0,Banyak
2025-01-04,BLACKFOREST,28000.0,4.0,112000,1,32.0,Sedang
2025-01-04,BLUE PARADISE,23000.0,1.0,23000,1,11.0,Sedikit
2025-01-04,BUTTERSCOTH LATTE,25000.0,3.0,75000,1,148.0,Banyak
2025-01-04,CAKE VELVET,24000.0,2.0,48000,1,44.0,Banyak
2025-01-04,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-04,CARAMEL MACCHIATO,25000.0,1.0,25000,1,63.0,Banyak
2025-01-04,CHEESECAKE,26000.0,1.0,26000,1,27.0,Sedang
2025-01-04,CHESEECAKE LATTE,25000.0,3.0,75000,1,54.0,Banyak
2025-01-04,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-04,CHURROS,25000.0,1.0,25000,1,22.0,Sedang
2025-01-04,CIRENG,18000.0,6.0,108000,1,97.0,Banyak
2025-01-04,COFFEE LATTE,30000.0,1.0,30000,1,71.0,Banyak
2025-01-04,COOKIES N CREAM,25000.0,1.0,25000,1,32.0,Sedang
2025-01-04,CROFFLE ICE CREAM,26000.0,2.0,52000,1,44.0,Banyak
2025-01-04,DARK CHOCOLATE,24000.0,4.0,96000,1,72.0,Banyak
2025-01-04,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-04,FRENCH FRIES,19000.0,1.0,19000,1,75.0,Banyak
2025-01-04,FRIED RICE ERTHREE,28000.0,1.0,28000,1,62.0,Banyak
2025-01-04,HAZELNUT LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-04,JAPANESE CHICKEN CURRY,31000.0,0.0,0,1,43.0,Banyak
2025-01-04,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-04,KEBAB,15000.0,2.0,30000,1,30.0,Sedang
2025-01-04,KOPI CREAM,23000.0,7.0,161000,1,161.0,Banyak
2025-01-04,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-04,LUMPIA,18000.0,2.0,36000,1,48.0,Banyak
2025-01-04,LYCHEE TEA,21000.0,4.0,84000,1,100.0,Banyak
2025-01-04,MANGO TEA,21000.0,0.0,0,1,19.0,Sedang
2025-01-04,MATCHA CLOUD,24000.0,3.0,72000,1,89.0,Banyak
2025-01-04,MILO CREAM,25000.0,4.0,100000,1,143.0,Banyak
2025-01-04,MIX PLATTER,27000.0,4.0,108000,1,94.0,Banyak
2025-01-04,NAKTAMALA,27000.0,1.0,27000,1,13.0,Sedikit
2025-01-04,PANDAN LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-04,PEACH TEA,21000.0,1.0,21000,1,23.0,Sedang
2025-01-04,PEMPEK,20000.0,1.0,20000,1,67.0,Banyak
2025-01-04,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-04,PISANG KEJU,20000.0,1.0,20000,1,77.0,Banyak
2025-01-04,RICE BEEF BLACKPAPER,33000.0,1.0,33000,1,29.0,Sedang
2025-01-04,RICE BEEF BULGOGI,33000.0,1.0,33000,1,55.0,Banyak
2025-01-04,RISOL MAYO,20000.0,3.0,60000,1,45.0,Banyak
2025-01-04,ROTI BAKAR,16000.0,5.0,80000,1,58.0,Banyak
2025-01-04,SEA SALTED CARAMEL LATTE,28000.0,1.0,28000,1,29.0,Sedang
2025-01-04,SIGNATURE ERTHREE COFFEE,23000.0,20.0,460000,1,364.0,Banyak
2025-01-04,SINGKONG,18000.0,3.0,54000,1,63.0,Banyak
2025-01-04,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-04,SPAGHETTI BRULLE,32000.0,1.0,32000,1,22.0,Sedang
2025-01-04,SWEET HONEY KARAGE,30000.0,3.0,90000,1,60.0,Banyak
2025-01-04,TARO,24000.0,0.0,0,1,18.0,Sedang
2025-01-04,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-04,TROPICAL MANGO,23000.0,0.0,0,1,19.0,Sedang
2025-01-04,V60,30000.0,0.0,0,1,26.0,Sedang
2025-01-04,VANILA REGAL,24000.0,1.0,24000,1,19.0,Sedang
2025-01-04,VIETNAM DRIP,25000.0,1.0,25000,1,40.0,Banyak
2025-01-05,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-05,AIR MINERAL (BESAR),7000.0,8.0,56000,1,277.0,Banyak
2025-01-05,AIR MINERAL (KECIL),5000.0,0.0,0,1,3.0,Sedikit
2025-01-05,ALVREDO PASTA,35000.0,0.0,0,1,7.0,Sedikit
2025-01-05,AMERICANO,27000.0,4.0,108000,1,174.0,Banyak
2025-01-05,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-05,APPLE TEA,21000.0,0.0,0,1,25.0,Sedang
2025-01-05,BANANAS COFFEE,28000.0,1.0,28000,1,5.0,Sedikit
2025-01-05,BERRY TEA,21000.0,0.0,0,1,27.0,Sedang
2025-01-05,BISCOFF BUTTER,28000.0,3.0,84000,1,100.0,Banyak
2025-01-05,BLACKFOREST,28000.0,0.0,0,1,32.0,Sedang
2025-01-05,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-05,BUTTERSCOTH LATTE,25000.0,5.0,125000,1,148.0,Banyak
2025-01-05,CAKE VELVET,24000.0,4.0,96000,1,44.0,Banyak
2025-01-05,CAPPUCINO,30000.0,0.0,0,1,50.0,Banyak
2025-01-05,CARAMEL MACCHIATO,25000.0,5.0,125000,1,63.0,Banyak
2025-01-05,CHEESECAKE,26000.0,0.0,0,1,27.0,Sedang
2025-01-05,CHESEECAKE LATTE,25000.0,4.0,100000,1,54.0,Banyak
2025-01-05,CHICKEN KATSU,30000.0,0.0,0,1,50.0,Banyak
2025-01-05,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-05,CIRENG,18000.0,5.0,90000,1,97.0,Banyak
2025-01-05,COFFEE LATTE,30000.0,2.0,60000,1,71.0,Banyak
2025-01-05,COOKIES N CREAM,25000.0,1.0,25000,1,32.0,Sedang
2025-01-05,CROFFLE ICE CREAM,26000.0,1.0,26000,1,44.0,Banyak
2025-01-05,DARK CHOCOLATE,24000.0,2.0,48000,1,72.0,Banyak
2025-01-05,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-05,FRENCH FRIES,19000.0,0.0,0,1,75.0,Banyak
2025-01-05,FRIED RICE ERTHREE,28000.0,1.0,28000,1,62.0,Banyak
2025-01-05,HAZELNUT LATTE,23000.0,3.0,69000,1,49.0,Banyak
2025-01-05,JAPANESE CHICKEN CURRY,31000.0,0.0,0,1,43.0,Banyak
2025-01-05,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-05,KEBAB,15000.0,0.0,0,1,30.0,Sedang
2025-01-05,KOPI CREAM,23000.0,13.0,299000,1,161.0,Banyak
2025-01-05,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-05,LUMPIA,18000.0,0.0,0,1,48.0,Banyak
2025-01-05,LYCHEE TEA,21000.0,0.0,0,1,100.0,Banyak
2025-01-05,MANGO TEA,21000.0,0.0,0,1,19.0,Sedang
2025-01-05,MATCHA CLOUD,24000.0,1.0,24000,1,89.0,Banyak
2025-01-05,MILO CREAM,25000.0,2.0,50000,1,143.0,Banyak
2025-01-05,MIX PLATTER,27000.0,3.0,81000,1,94.0,Banyak
2025-01-05,NAKTAMALA,27000.0,0.0,0,1,13.0,Sedikit
2025-01-05,PANDAN LATTE,23000.0,1.0,23000,1,49.0,Banyak
2025-01-05,PEACH TEA,21000.0,0.0,0,1,23.0,Sedang
2025-01-05,PEMPEK,20000.0,1.0,20000,1,67.0,Banyak
2025-01-05,PICCOLO,27000.0,0.0,0,1,9.0,Sedikit
2025-01-05,PISANG KEJU,20000.0,0.0,0,1,77.0,Banyak
2025-01-05,RICE BEEF BLACKPAPER,33000.0,0.0,0,1,29.0,Sedang
2025-01-05,RICE BEEF BULGOGI,33000.0,1.0,33000,1,55.0,Banyak
2025-01-05,RISOL MAYO,20000.0,1.0,20000,1,45.0,Banyak
2025-01-05,ROTI BAKAR,16000.0,1.0,16000,1,58.0,Banyak
2025-01-05,SEA SALTED CARAMEL LATTE,28000.0,0.0,0,1,29.0,Sedang
2025-01-05,SIGNATURE ERTHREE COFFEE,23000.0,12.0,276000,1,364.0,Banyak
2025-01-05,SINGKONG,18000.0,2.0,36000,1,63.0,Banyak
2025-01-05,SPAGHETTI BOLOGNESE,32000.0,0.0,0,1,17.0,Sedang
2025-01-05,SPAGHETTI BRULLE,32000.0,0.0,0,1,22.0,Sedang
2025-01-05,SWEET HONEY KARAGE,30000.0,3.0,90000,1,60.0,Banyak
2025-01-05,TARO,24000.0,1.0,24000,1,18.0,Sedang
2025-01-05,TIRAMISSYOU LATTE,28000.0,0.0,0,1,11.0,Sedikit
2025-01-05,TROPICAL MANGO,23000.0,1.0,23000,1,19.0,Sedang
2025-01-05,V60,30000.0,0.0,0,1,26.0,Sedang
2025-01-05,VANILA REGAL,24000.0,1.0,24000,1,19.0,Sedang
2025-01-05,VIETNAM DRIP,25000.0,0.0,0,1,40.0,Banyak
2025-01-06,AIR BIASA,5000.0,0.0,0,1,4.0,Sedikit
2025-01-06,AIR MINERAL (BESAR),7000.0,10.0,70000,1,277.0,Banyak
2025-01-06,AIR MINERAL (KECIL),5000.0,2.0,10000,1,3.0,Sedikit
2025-01-06,ALVREDO PASTA,35000.0,1.0,35000,1,7.0,Sedikit
2025-01-06,AMERICANO,27000.0,2.0,54000,1,174.0,Banyak
2025-01-06,APPLE FIZ,25000.0,0.0,0,1,11.0,Sedikit
2025-01-06,APPLE TEA,21000.0,2.0,42000,1,25.0,Sedang
2025-01-06,BANANAS COFFEE,28000.0,0.0,0,1,5.0,Sedikit
2025-01-06,BERRY TEA,21000.0,2.0,42000,1,27.0,Sedang
2025-01-06,BISCOFF BUTTER,28000.0,1.0,28000,1,100.0,Banyak
2025-01-06,BLACKFOREST,28000.0,1.0,28000,1,32.0,Sedang
2025-01-06,BLUE PARADISE,23000.0,0.0,0,1,11.0,Sedikit
2025-01-06,BUTTERSCOTH LATTE,25000.0,2.0,50000,1,148.0,Banyak
2025-01-06,CAKE VELVET,24000.0,0.0,0,1,44.0,Banyak
2025-01-06,CAPPUCINO,30000.0,1.0,30000,1,50.0,Banyak
2025-01-06,CARAMEL MACCHIATO,25000.0,4.0,100000,1,63.0,Banyak
2025-01-06,CHEESECAKE,26000.0,2.0,52000,1,27.0,Sedang
2025-01-06,CHESEECAKE LATTE,25000.0,1.0,25000,1,54.0,Banyak
2025-01-06,CHICKEN KATSU,30000.0,2.0,60000,1,50.0,Banyak
2025-01-06,CHURROS,25000.0,0.0,0,1,22.0,Sedang
2025-01-06,CIRENG,18000.0,4.0,72000,1,97.0,Banyak
2025-01-06,COFFEE LATTE,30000.0,1.0,30000,1,71.0,Banyak
2025-01-06,COOKIES N CREAM,25000.0,3.0,75000,1,32.0,Sedang
2025-01-06,CROFFLE ICE CREAM,26000.0,2.0,52000,1,44.0,Banyak
2025-01-06,DARK CHOCOLATE,24000.0,3.0,72000,1,72.0,Banyak
2025-01-06,ESPRESSO,19000.0,0.0,0,1,0.0,Sedikit
2025-01-06,FRENCH FRIES,19000.0,8.0,152000,1,75.0,Banyak
2025-01-06,FRIED RICE ERTHREE,28000.0,0.0,0,1,62.0,Banyak
2025-01-06,HAZELNUT LATTE,23000.0,2.0,46000,1,49.0,Banyak
2025-01-06,JAPANESE CHICKEN CURRY,31000.0,1.0,31000,1,43.0,Banyak
2025-01-06,JAVANESE,33000.0,0.0,0,1,5.0,Sedikit
2025-01-06,KEBAB,15000.0,1.0,15000,1,30.0,Sedang
2025-01-06,KOPI CREAM,23000.0,6.0,138000,1,161.0,Banyak
2025-01-06,LOVELY,25000.0,0.0,0,1,1.0,Sedikit
2025-01-06,LUMPIA,18000.0,1.0,18000,1,48.0,Banyak
2025-01-06,LYCHEE TEA,21000.0,3.0,63000,1,100.0,Banyak
